hour;global_horizontal_W_m2;direkt_horizontal_W_m2;diffuse_horizontal_W_m2;temp_amb
6400;274;127.2492675;146.7507325;20
6401;155;71.18050719;83.81949281;19
6402;47;11.5234146;35.4765854;18
6403;0;0;0;17
6404;0;0;0;16
6405;0;0;0;16
6406;0;0;0;15
6407;0;0;0;15
6408;0;0;0;14
6409;0;0;0;14
6410;0;0;0;13
6411;0;0;0;13
6412;0;0;0;12
6413;0;0;0;12
6414;0;0;0;11
6415;10;0;10;11
6416;25;0;25;11
6417;75;0;75;12
6418;125;0;125;13
6419;140;0;140;13
6420;167;0;167;14
6421;195;2.407271625;192.5927284;14
6422;208;4.537202777;203.4627972;15
6423;139;0;139;15
6424;158;13.10356249;144.8964375;15
6425;19;0;19;15
6426;2;0;2;14
6427;0;0;0;14
6428;0;0;0;13
6429;0;0;0;13
6430;0;0;0;13
6431;0;0;0;12
6432;0;0;0;12
6433;0;0;0;11
6434;0;0;0;11
6435;0;0;0;10
6436;0;0;0;10
6437;0;0;0;09
6438;0;0;0;09
6439;6;0;6;08
6440;108;23.33640294;84.66359706;09
6441;210;70.54930344;139.4506966;11
6442;179;10.04548413;168.9545159;12
6443;293;47.70162652;245.2983735;13
6444;231;10.61476318;220.3852368;14
6445;193;2.385205445;190.6147946;14
6446;137;0;137;14
6447;275;62.38191872;212.6180813;14
6448;183;22.37563687;160.6243631;15
6449;87;1.710990131;85.28900987;14
6450;31;2.117927399;28.8820726;14
6451;0;0;0;13
6452;0;0;0;12
6453;0;0;0;11
6454;0;0;0;11
6455;0;0;0;10
6456;0;0;0;09
6457;0;0;0;08
6458;0;0;0;08
6459;0;0;0;07
6460;0;0;0;06
6461;0;0;0;06
6462;0;0;0;05
6463;21;0;21;05
6464;99;22.41735771;76.58264229;06
6465;207;69.24815767;137.7518423;08
6466;415;273.7797327;141.2202673;10
6467;452;299.652385;152.347615;12
6468;487;310.3233111;176.6766889;14
6469;519;367.4503045;151.5496955;15
6470;518;402.8161438;115.1838562;16
6471;448;378.8345244;69.16547559;17
6472;317;254.8179207;62.18207932;17
6473;177;125.743353;51.25664704;17
6474;50;19.72320677;30.27679323;15
6475;0;0;0;14
6476;0;0;0;13
6477;0;0;0;12
6478;0;0;0;11
6479;0;0;0;10
6480;0;0;0;09
6481;0;0;0;08
6482;0;0;0;07
6483;0;0;0;07
6484;0;0;0;06
6485;0;0;0;05
6486;0;0;0;04
6487;21;0;21;03
6488;117;61.14539756;55.85460244;05
6489;223;103.9058548;119.0941452;06
6490;260;61.22828725;198.7717127;08
6491;379;163.8340179;215.1659821;09
6492;452;221.790419;230.209581;10
6493;530;356.9621801;173.0378199;12
6494;421;215.5228115;205.4771885;13
6495;340;168.276012;171.723988;13
6496;252;107.1394652;144.8605348;13
6497;62;0;62;12
6498;1;0;1;11
6499;0;0;0;10
6500;0;0;0;09
6501;0;0;0;09
6502;0;0;0;08
6503;0;0;0;08
6504;0;0;0;07
6505;0;0;0;07
6506;0;0;0;06
6507;0;0;0;06
6508;0;0;0;05
6509;0;0;0;05
6510;0;0;0;05
6511;21;0;21;05
6512;101;37.01785396;63.98214604;06
6513;242;141.7710941;100.2289059;08
6514;383;278.4814116;104.5185884;10
6515;433;266.042407;166.957593;12
6516;512;358.0095445;153.9904555;14
6517;551;457.2937396;93.70626045;15
6518;525;461.8368902;63.16310985;16
6519;435;376.4050233;58.59497666;17
6520;309;209.589799;99.41020096;17
6521;142;69.25869943;72.74130057;16
6522;42;12.05170756;29.94829244;15
6523;0;0;0;14
6524;0;0;0;13
6525;0;0;0;12
6526;0;0;0;11
6527;0;0;0;11
6528;0;0;0;10
6529;0;0;0;09
6530;0;0;0;08
6531;0;0;0;07
6532;0;0;0;06
6533;0;0;0;06
6534;0;0;0;05
6535;12;0;12;05
6536;125;79.56181469;45.43818531;06
6537;268;210.5306883;57.46931167;08
6538;400;317.3485363;82.6514637;10
6539;436;284.3137973;151.6862027;12
6540;475;297.8167012;177.1832988;13
6541;529;396.6102924;132.3897076;15
6542;519;443.4222382;75.57776181;16
6543;429;363.2261405;65.77385947;16
6544;288;160.2611991;127.7388009;16
6545;75;2.193287103;72.8067129;16
6546;15;0;15;14
6547;0;0;0;13
6548;0;0;0;12
6549;0;0;0;10
6550;0;0;0;09
6551;0;0;0;08
6552;0;0;0;07
6553;0;0;0;05
6554;0;0;0;04
6555;0;0;0;03
6556;0;0;0;02
6557;0;0;0;00
6558;0;0;0;-01
6559;12;0;12;-01
6560;76;12.07561688;63.92438312;00
6561;75;0;75;01
6562;214;30.2524874;183.7475126;02
6563;306;68.17932074;237.8206793;05
6564;234;16.32544908;217.6745509;06
6565;501;254.0405432;246.9594568;08
6566;309;70.79245682;238.2075432;10
6567;394;235.9438186;158.0561814;11
6568;244;120.1910354;123.8089646;12
6569;163;80.53927246;82.46072754;11
6570;18;0;18;10
6571;0;0;0;09
6572;0;0;0;08
6573;0;0;0;07
6574;0;0;0;06
6575;0;0;0;05
6576;0;0;0;04
6577;0;0;0;03
6578;0;0;0;03
6579;0;0;0;02
6580;0;0;0;01
6581;0;0;0;00
6582;0;0;0;00
6583;10;0;10;00
6584;100;44.4750502;55.5249498;01
6585;170;41.35404758;128.6459524;03
6586;283;98.25889287;184.7411071;05
6587;298;63.40341666;234.5965833;08
6588;227;10.03530505;216.964695;09
6589;214;5.063952601;208.9360474;09
6590;224;9.475211683;214.5247883;09
6591;174;4.963263848;169.0367362;09
6592;116;0.34220127;115.6577987;09
6593;56;0;56;08
6594;13;0;13;07
6595;0;0;0;06
6596;0;0;0;05
6597;0;0;0;05
6598;0;0;0;04
6599;0;0;0;04
6600;0;0;0;03
6601;0;0;0;02
6602;0;0;0;02
6603;0;0;0;02
6604;0;0;0;01
6605;0;0;0;01
6606;0;0;0;00
6607;0;0;0;00
6608;118;44.92611887;73.07388113;02
6609;153;31.53294567;121.4670543;04
6610;348;202.6669469;145.3330531;07
6611;391;194.3430298;196.6569702;10
6612;324;66.79991366;257.2000863;12
6613;353;90.7880232;262.2119768;13
6614;208;12.49237454;195.5076255;13
6615;258;60.98583966;197.0141603;13
6616;167;29.90641723;137.0935828;13
6617;55;0;55;12
6618;17;0;17;10
6619;0;0;0;09
6620;0;0;0;08
6621;0;0;0;07
6622;0;0;0;06
6623;0;0;0;06
6624;0;0;0;05
6625;0;0;0;04
6626;0;0;0;03
6627;0;0;0;02
6628;0;0;0;01
6629;0;0;0;00
6630;0;0;0;-01
6631;0;0;0;-01
6632;85;29.64961718;55.35038282;00
6633;236;136.8069212;99.19307882;03
6634;350;242.8163221;107.1836779;06
6635;479;385.6642641;93.33573588;09
6636;534;473.3500287;60.64997132;13
6637;539;478.5165509;60.48344915;15
6638;495;436.3987964;58.60120356;17
6639;404;323.1752848;80.82471521;17
6640;252;174.4959961;77.50400387;17
6641;136;86.87681079;49.12318921;16
6642;26;1.690409505;24.3095905;14
6643;0;0;0;12
6644;0;0;0;12
6645;0;0;0;11
6646;0;0;0;11
6647;0;0;0;10
6648;0;0;0;10
6649;0;0;0;10
6650;0;0;0;09
6651;0;0;0;09
6652;0;0;0;09
6653;0;0;0;09
6654;0;0;0;08
6655;0;0;0;08
6656;26;0;26;09
6657;19;0;19;09
6658;19;0;19;09
6659;129;0;129;10
6660;218;7.034341162;210.9656588;11
6661;231;9.274813193;221.7251868;13
6662;199;7.630796521;191.3692035;14
6663;86;0;86;14
6664;83;0;83;13
6665;44;0;44;13
6666;7;0;7;12
6667;0;0;0;12
6668;0;0;0;12
6669;0;0;0;12
6670;0;0;0;11
6671;0;0;0;11
6672;0;0;0;11
6673;0;0;0;11
6674;0;0;0;10
6675;0;0;0;10
6676;0;0;0;10
6677;0;0;0;09
6678;0;0;0;09
6679;0;0;0;09
6680;15;0;15;09
6681;18;0;18;09
6682;117;0;117;10
6683;120;0;120;12
6684;151;0;151;12
6685;172;1.07971296;170.920287;13
6686;98;0;98;14
6687;99;0;99;14
6688;95;0;95;14
6689;71;6.36893951;64.63106049;14
6690;7;0;7;13
6691;0;0;0;12
6692;0;0;0;12
6693;0;0;0;11
6694;0;0;0;11
6695;0;0;0;10
6696;0;0;0;09
6697;0;0;0;09
6698;0;0;0;08
6699;0;0;0;08
6700;0;0;0;07
6701;0;0;0;06
6702;0;0;0;06
6703;0;0;0;05
6704;101;46.93406548;54.06593452;07
6705;209;121.8887481;87.11125191;11
6706;282;137.9020658;144.0979342;13
6707;332;96.03475277;235.9652472;15
6708;427;226.3415092;200.6584908;16
6709;511;350.3867445;160.6132555;18
6710;340;116.7726449;223.2273551;19
6711;252;53.46021451;198.5397855;19
6712;178;51.07413695;126.925863;18
6713;48;0;48;17
6714;11;0;11;15
6715;0;0;0;14
6716;0;0;0;13
6717;0;0;0;12
6718;0;0;0;11
6719;0;0;0;10
6720;0;0;0;10
6721;0;0;0;09
6722;0;0;0;08
6723;0;0;0;07
6724;0;0;0;06
6725;0;0;0;05
6726;0;0;0;05
6727;0;0;0;04
6728;68;12.81877144;55.18122856;05
6729;174;76.68099804;97.31900196;08
6730;269;119.0864175;149.9135825;10
6731;347;165.0198718;181.9801282;12
6732;431;240.2386262;190.7613738;14
6733;379;166.4423245;212.5576755;16
6734;330;86.41531511;243.5846849;16
6735;263;70.11979573;192.8802043;16
6736;160;35.41656877;124.5834312;16
6737;95;39.0265045;55.9734955;14
6738;13;0;13;13
6739;0;0;0;12
6740;0;0;0;11
6741;0;0;0;11
6742;0;0;0;11
6743;0;0;0;10
6744;0;0;0;10
6745;0;0;0;10
6746;0;0;0;10
6747;0;0;0;10
6748;0;0;0;10
6749;0;0;0;10
6750;0;0;0;10
6751;0;0;0;10
6752;39;0;39;10
6753;109;3.324216776;105.6757832;12
6754;162;9.01245736;152.9875426;14
6755;64;0;64;14
6756;170;2.075967787;167.9240322;14
6757;284;52.78716779;231.2128322;15
6758;159;1.455268887;157.5447311;16
6759;151;4.088845088;146.9111549;16
6760;27;0;27;16
6761;24;0;24;15
6762;0;0;0;14
6763;0;0;0;13
6764;0;0;0;13
6765;0;0;0;13
6766;0;0;0;12
6767;0;0;0;12
6768;0;0;0;11
6769;0;0;0;11
6770;0;0;0;10
6771;0;0;0;09
6772;0;0;0;09
6773;0;0;0;08
6774;0;0;0;08
6775;0;0;0;07
6776;88;50.80537218;37.19462782;09
6777;221;170.8826169;50.11738306;12
6778;350;277.2796532;72.72034677;15
6779;404;258.4383688;145.5616312;17
6780;500;404.5876578;95.41234224;19
6781;475;363.38;111.62;21
6782;458;392.4548351;65.54516488;22
6783;367;292.8883466;74.1116534;21
6784;211;105.5354138;105.4645862;21
6785;65;9.608054859;55.39194514;21
6786;0;0;0;19
6787;0;0;0;17
6788;0;0;0;17
6789;0;0;0;16
6790;0;0;0;16
6791;0;0;0;15
6792;0;0;0;14
6793;0;0;0;14
6794;0;0;0;13
6795;0;0;0;12
6796;0;0;0;11
6797;0;0;0;10
6798;0;0;0;09
6799;0;0;0;08
6800;83;47.71484598;35.28515402;10
6801;211;159.23967;51.76033;13
6802;340;267.4904971;72.50950293;15
6803;391;271.716378;119.283622;17
6804;455;334.6882834;120.3117166;19
6805;498;403.2988388;94.70116122;21
6806;431;334.6182506;96.38174938;22
6807;327;222.6478495;104.3521505;22
6808;201;119.4378961;81.56210389;22
6809;88;36.80825746;51.19174254;20
6810;0;0;0;19
6811;0;0;0;18
6812;0;0;0;18
6813;0;0;0;17
6814;0;0;0;16
6815;0;0;0;15
6816;0;0;0;15
6817;0;0;0;14
6818;0;0;0;13
6819;0;0;0;12
6820;0;0;0;11
6821;0;0;0;10
6822;0;0;0;09
6823;0;0;0;08
6824;65;25.44582862;39.55417138;09
6825;157;60.84038143;96.15961857;11
6826;307;207.0387172;99.96128278;14
6827;390;280.4884955;109.5115045;17
6828;411;252.156866;158.843134;19
6829;455;312.3409842;142.6590158;20
6830;308;99.09049465;208.9095053;21
6831;268;126.260582;141.739418;21
6832;151;37.66672529;113.3332747;20
6833;73;25.60395036;47.39604964;18
6834;0;0;0;17
6835;0;0;0;16
6836;0;0;0;15
6837;0;0;0;15
6838;0;0;0;14
6839;0;0;0;13
6840;0;0;0;12
6841;0;0;0;11
6842;0;0;0;10
6843;0;0;0;10
6844;0;0;0;09
6845;0;0;0;08
6846;0;0;0;07
6847;0;0;0;06
6848;66;29.33682611;36.66317389;08
6849;160;75.90186672;84.09813328;10
6850;283;157.0485288;125.9514712;13
6851;435;324.3058143;110.6941857;15
6852;428;279.1638435;148.8361565;18
6853;495;374.7479939;120.2520061;20
6854;348;169.8448246;178.1551754;21
6855;296;181.6934871;114.3065129;21
6856;213;150.2103225;62.7896775;20
6857;95;52.59895213;42.40104787;19
6858;0;0;0;17
6859;0;0;0;17
6860;0;0;0;16
6861;0;0;0;16
6862;0;0;0;15
6863;0;0;0;14
6864;0;0;0;14
6865;0;0;0;13
6866;0;0;0;13
6867;0;0;0;12
6868;0;0;0;12
6869;0;0;0;12
6870;0;0;0;11
6871;0;0;0;11
6872;45;3.648454783;41.35154522;12
6873;115;16.14952332;98.85047668;14
6874;121;0;121;15
6875;106;0;106;15
6876;74;0;74;15
6877;227;25.19031774;201.8096823;15
6878;130;0;130;16
6879;104;0;104;16
6880;79;0;79;16
6881;30;0;30;15
6882;0;0;0;15
6883;0;0;0;14
6884;0;0;0;14
6885;0;0;0;13
6886;0;0;0;13
6887;0;0;0;12
6888;0;0;0;12
6889;0;0;0;11
6890;0;0;0;11
6891;0;0;0;11
6892;0;0;0;10
6893;0;0;0;10
6894;0;0;0;10
6895;0;0;0;09
6896;40;2.840486666;37.15951333;10
6897;40;0;40;11
6898;104;0;104;12
6899;151;1.326531327;149.6734687;13
6900;272;52.44351347;219.5564865;14
6901;214;9.76399752;204.2360025;16
6902;195;8.996689699;186.0033103;16
6903;208;47.75762592;160.2423741;17
6904;103;5.001648677;97.99835132;17
6905;45;1.916040423;43.08395958;16
6906;0;0;0;15
6907;0;0;0;15
6908;0;0;0;14
6909;0;0;0;13
6910;0;0;0;12
6911;0;0;0;11
6912;0;0;0;10
6913;0;0;0;10
6914;0;0;0;08
6915;0;0;0;07
6916;0;0;0;06
6917;0;0;0;05
6918;0;0;0;04
6919;0;0;0;03
6920;64;24.44822285;39.55177715;04
6921;162;83.62687039;78.37312961;06
6922;276;177.1593961;98.84060387;09
6923;326;158.5549183;167.4450817;11
6924;446;323.5330368;122.4669632;13
6925;468;401.9079892;66.09201084;15
6926;421;370.7502338;50.24976621;16
6927;330;280.1965353;49.80346466;17
6928;207;154.9358791;52.06412086;16
6929;70;32.91696001;37.08303999;15
6930;0;0;0;13
6931;0;0;0;13
6932;0;0;0;12
6933;0;0;0;11
6934;0;0;0;11
6935;0;0;0;10
6936;0;0;0;09
6937;0;0;0;09
6938;0;0;0;09
6939;0;0;0;08
6940;0;0;0;08
6941;0;0;0;07
6942;0;0;0;07
6943;0;0;0;07
6944;24;0;24;07
6945;27;0;27;08
6946;180;36.10706501;143.892935;09
6947;234;36.66927033;197.3307297;11
6948;211;20.87606071;190.1239393;13
6949;442;291.7883136;150.2116864;14
6950;305;117.4408187;187.5591813;16
6951;294;175.6332622;118.3667378;17
6952;147;55.84050623;91.15949377;17
6953;70;20.78972309;49.21027691;16
6954;0;0;0;15
6955;0;0;0;15
6956;0;0;0;14
6957;0;0;0;14
6958;0;0;0;13
6959;0;0;0;13
6960;0;0;0;13
6961;0;0;0;12
6962;0;0;0;12
6963;0;0;0;11
6964;0;0;0;11
6965;0;0;0;11
6966;0;0;0;10
6967;0;0;0;10
6968;11;0;11;10
6969;67;0;67;11
6970;90;0;90;12
6971;76;0;76;12
6972;111;0;111;12
6973;126;0;126;13
6974;132;0;132;13
6975;50;0;50;13
6976;21;0;21;13
6977;1;0;1;12
6978;0;0;0;12
6979;0;0;0;11
6980;0;0;0;11
6981;0;0;0;11
6982;0;0;0;11
6983;0;0;0;10
6984;0;0;0;10
6985;0;0;0;09
6986;0;0;0;09
6987;0;0;0;08
6988;0;0;0;07
6989;0;0;0;07
6990;0;0;0;06
6991;0;0;0;05
6992;30;0.901513467;29.09848653;05
6993;128;39.34907641;88.65092359;07
6994;154;13.94710137;140.0528986;09
6995;168;5.047622666;162.9523773;09
6996;216;25.94782451;190.0521755;10
6997;390;224.3316449;165.6683551;11
6998;341;197.1296548;143.8703452;13
6999;165;25.88528069;139.1147193;13
7000;2;0;2;12
7001;13;0;13;11
7002;0;0;0;10
7003;0;0;0;10
7004;0;0;0;10
7005;0;0;0;10
7006;0;0;0;10
7007;0;0;0;11
7008;0;0;0;11
7009;0;0;0;11
7010;0;0;0;11
7011;0;0;0;11
7012;0;0;0;11
7013;0;0;0;11
7014;0;0;0;12
7015;0;0;0;12
7016;25;0;25;12
7017;23;0;23;13
7018;70;0;70;13
7019;111;0;111;14
7020;49;0;49;15
7021;55;0;55;15
7022;42;0;42;15
7023;71;0;71;15
7024;64;0;64;15
7025;9;0;9;15
7026;0;0;0;14
7027;0;0;0;14
7028;0;0;0;14
7029;0;0;0;13
7030;0;0;0;13
7031;0;0;0;13
7032;0;0;0;12
7033;0;0;0;12
7034;0;0;0;11
7035;0;0;0;10
7036;0;0;0;10
7037;0;0;0;09
7038;0;0;0;08
7039;0;0;0;07
7040;22;0;22;08
7041;108;23.48804815;84.51195185;09
7042;150;17.80906686;132.1909331;11
7043;280;113.1295784;166.8704216;12
7044;324;149.7114657;174.2885343;14
7045;318;142.1456587;175.8543413;16
7046;338;224.2519592;113.7480408;17
7047;268;149.2231006;118.7768994;17
7048;93;9.603698461;83.39630154;17
7049;32;0.936136226;31.06386377;16
7050;0;0;0;15
7051;0;0;0;14
7052;0;0;0;13
7053;0;0;0;13
7054;0;0;0;12
7055;0;0;0;12
7056;0;0;0;11
7057;0;0;0;11
7058;0;0;0;10
7059;0;0;0;09
7060;0;0;0;09
7061;0;0;0;08
7062;0;0;0;08
7063;0;0;0;07
7064;23;0;23;07
7065;29;0;29;08
7066;69;0;69;08
7067;125;0;125;09
7068;154;1.34039308;152.6596069;10
7069;177;4.933902574;172.0660974;11
7070;206;31.13180648;174.8681935;12
7071;124;4.990897273;119.0091027;12
7072;122;40.15255245;81.84744755;12
7073;29;0.264395135;28.73560486;12
7074;0;0;0;11
7075;0;0;0;11
7076;0;0;0;10
7077;0;0;0;10
7078;0;0;0;09
7079;0;0;0;09
7080;0;0;0;08
7081;0;0;0;08
7082;0;0;0;07
7083;0;0;0;07
7084;0;0;0;06
7085;0;0;0;06
7086;0;0;0;05
7087;0;0;0;05
7088;18;0;18;05
7089;60;0;60;06
7090;63;0;63;07
7091;67;0;67;07
7092;134;0;134;08
7093;151;0.885922754;150.1140772;08
7094;180;9.69633243;170.3036676;09
7095;142;16.68340675;125.3165932;09
7096;150;73.52733591;76.47266409;10
7097;43;16.9565323;26.0434677;09
7098;0;0;0;09
7099;0;0;0;09
7100;0;0;0;09
7101;0;0;0;08
7102;0;0;0;08
7103;0;0;0;08
7104;0;0;0;08
7105;0;0;0;08
7106;0;0;0;07
7107;0;0;0;07
7108;0;0;0;07
7109;0;0;0;07
7110;0;0;0;07
7111;0;0;0;07
7112;6;0;6;07
7113;5;0;5;08
7114;66;0;66;08
7115;86;0;86;09
7116;91;0;91;09
7117;112;0;112;10
7118;179;14.34378242;164.6562176;11
7119;98;0;98;11
7120;54;0;54;11
7121;2;0;2;11
7122;0;0;0;10
7123;0;0;0;10
7124;0;0;0;10
7125;0;0;0;09
7126;0;0;0;09
7127;0;0;0;09
7128;0;0;0;08
7129;0;0;0;08
7130;0;0;0;07
7131;0;0;0;07
7132;0;0;0;06
7133;0;0;0;06
7134;0;0;0;05
7135;0;0;0;05
7136;1;0;1;04
7137;13;0;13;05
7138;42;0;42;05
7139;69;0;69;06
7140;123;0;123;06
7141;57;0;57;07
7142;70;0;70;07
7143;46;0;46;07
7144;38;0;38;07
7145;5;0;5;06
7146;0;0;0;06
7147;0;0;0;06
7148;0;0;0;06
7149;0;0;0;05
7150;0;0;0;05
7151;0;0;0;05
7152;0;0;0;04
7153;0;0;0;04
7154;0;0;0;04
7155;0;0;0;03
7156;0;0;0;03
7157;0;0;0;02
7158;0;0;0;02
7159;0;0;0;02
7160;11;0;11;02
7161;32;0;32;02
7162;59;0;59;03
7163;67;0;67;03
7164;79;0;79;04
7165;68;0;68;04
7166;58;0;58;04
7167;78;0;78;04
7168;29;0;29;04
7169;10;0;10;03
7170;0;0;0;03
7171;0;0;0;03
7172;0;0;0;03
7173;0;0;0;03
7174;0;0;0;03
7175;0;0;0;02
7176;0;0;0;02
7177;0;0;0;02
7178;0;0;0;02
7179;0;0;0;02
7180;0;0;0;02
7181;0;0;0;02
7182;0;0;0;02
7183;0;0;0;02
7184;18;0;18;02
7185;89;19.89583232;69.10416768;04
7186;102;0;102;05
7187;143;4.157584393;138.8424156;06
7188;28;0;28;06
7189;148;2.104935479;145.8950645;06
7190;131;0.763951507;130.2360485;06
7191;97;0;97;07
7192;38;0;38;06
7193;7;0;7;06
7194;0;0;0;05
7195;0;0;0;05
7196;0;0;0;04
7197;0;0;0;04
7198;0;0;0;04
7199;0;0;0;03
7200;0;0;0;03
7201;0;0;0;02
7202;0;0;0;02
7203;0;0;0;01
7204;0;0;0;00
7205;0;0;0;00
7206;0;0;0;-01
7207;0;0;0;-02
7208;20;0;20;-02
7209;38;0;38;-01
7210;156;38.77506182;117.2249382;00
7211;132;2.23625795;129.763742;01
7212;233;49.71192884;183.2880712;02
7213;266;82.70195494;183.2980451;03
7214;182;24.85457764;157.1454224;04
7215;122;4.498716999;117.501283;04
7216;76;5.533273106;70.46672689;03
7217;3;0;3;02
7218;0;0;0;02
7219;0;0;0;03
7220;0;0;0;03
7221;0;0;0;03
7222;0;0;0;04
7223;0;0;0;04
7224;0;0;0;04
7225;0;0;0;05
7226;0;0;0;05
7227;0;0;0;05
7228;0;0;0;06
7229;0;0;0;06
7230;0;0;0;06
7231;0;0;0;06
7232;2;0;2;07
7233;13;0;13;07
7234;59;0;59;07
7235;32;0;32;08
7236;48;0;48;08
7237;34;0;34;08
7238;31;0;31;08
7239;17;0;17;08
7240;8;0;8;08
7241;0;0;0;08
7242;0;0;0;08
7243;0;0;0;08
7244;0;0;0;08
7245;0;0;0;07
7246;0;0;0;07
7247;0;0;0;07
7248;0;0;0;07
7249;0;0;0;07
7250;0;0;0;07
7251;0;0;0;07
7252;0;0;0;06
7253;0;0;0;06
7254;0;0;0;06
7255;0;0;0;06
7256;14;0;14;06
7257;33;0;33;07
7258;110;4.25394876;105.7460512;08
7259;150;8.332539973;141.66746;09
7260;84;0;84;09
7261;135;0;135;10
7262;123;0;123;10
7263;151;32.41796179;118.5820382;10
7264;88;16.97524661;71.02475339;11
7265;13;0;13;10
7266;0;0;0;10
7267;0;0;0;09
7268;0;0;0;09
7269;0;0;0;08
7270;0;0;0;08
7271;0;0;0;07
7272;0;0;0;07
7273;0;0;0;06
7274;0;0;0;06
7275;0;0;0;05
7276;0;0;0;05
7277;0;0;0;04
7278;0;0;0;04
7279;0;0;0;03
7280;19;0;19;03
7281;63;3.529904647;59.47009535;04
7282;163;50.13985354;112.8601465;06
7283;211;45.7108924;165.2891076;07
7284;224;41.03743189;182.9625681;09
7285;208;29.97418638;178.0258136;09
7286;225;79.36163187;145.6383681;10
7287;85;0;85;10
7288;42;0;42;09
7289;17;0;17;08
7290;0;0;0;08
7291;0;0;0;07
7292;0;0;0;06
7293;0;0;0;06
7294;0;0;0;05
7295;0;0;0;04
7296;0;0;0;04
7297;0;0;0;03
7298;0;0;0;02
7299;0;0;0;01
7300;0;0;0;00
7301;0;0;0;-02
7302;0;0;0;-03
7303;0;0;0;-04
7304;8;0;8;-04
7305;82;14.52824667;67.47175333;-02
7306;149;37.74842328;111.2515767;00
7307;138;7.391607579;130.6083924;02
7308;7;0;7;02
7309;186;25.63874952;160.3612505;02
7310;182;25.24530152;156.7546985;03
7311;133;17.03390232;115.9660977;03
7312;91;32.08664224;58.91335776;03
7313;15;0;15;02
7314;0;0;0;02
7315;0;0;0;01
7316;0;0;0;01
7317;0;0;0;00
7318;0;0;0;00
7319;0;0;0;-01
7320;0;0;0;-01
7321;0;0;0;-01
7322;0;0;0;-01
7323;0;0;0;-01
7324;0;0;0;-01
7325;0;0;0;-01
7326;0;0;0;-01
7327;0;0;0;-01
7328;8;0;8;-01
7329;23;0;23;00
7330;53;0;53;00
7331;21;0;21;01
7332;111;0;111;01
7333;110;0;110;02
7334;109;0;109;03
7335;53;0;53;03
7336;18;0;18;03
7337;6;0;6;02
7338;0;0;0;02
7339;0;0;0;02
7340;0;0;0;02
7341;0;0;0;01
7342;0;0;0;01
7343;0;0;0;01
7344;0;0;0;01
7345;0;0;0;01
7346;0;0;0;00
7347;0;0;0;00
7348;0;0;0;00
7349;0;0;0;-01
7350;0;0;0;-01
7351;0;0;0;-01
7352;5;0;5;-01
7353;10;0;10;-01
7354;24;0;24;-01
7355;33;0;33;00
7356;106;0;106;01
7357;130;0;130;02
7358;115;0;115;03
7359;94;0.269327722;93.73067228;03
7360;55;0.483232321;54.51676768;04
7361;9;0;9;03
7362;0;0;0;03
7363;0;0;0;03
7364;0;0;0;02
7365;0;0;0;02
7366;0;0;0;02
7367;0;0;0;02
7368;0;0;0;02
7369;0;0;0;02
7370;0;0;0;02
7371;0;0;0;01
7372;0;0;0;01
7373;0;0;0;01
7374;0;0;0;01
7375;0;0;0;01
7376;2;0;2;01
7377;15;0;15;01
7378;30;0;30;02
7379;57;0;57;02
7380;60;0;60;03
7381;22;0;22;03
7382;0;0;0;02
7383;31;0;31;02
7384;8;0;8;02
7385;3;0;3;02
7386;0;0;0;02
7387;0;0;0;02
7388;0;0;0;02
7389;0;0;0;01
7390;0;0;0;01
7391;0;0;0;01
7392;0;0;0;01
7393;0;0;0;01
7394;0;0;0;01
7395;0;0;0;00
7396;0;0;0;00
7397;0;0;0;00
7398;0;0;0;-01
7399;0;0;0;-01
7400;0;0;0;-01
7401;54;3.746373739;50.25362626;00
7402;176;81.97329931;94.02670069;02
7403;293;179.5142203;113.4857797;06
7404;191;35.42259481;155.5774052;08
7405;181;20.203575;160.796425;08
7406;116;0.33554523;115.6644548;08
7407;62;0;62;08
7408;45;0;45;06
7409;12;0;12;05
7410;0;0;0;05
7411;0;0;0;05
7412;0;0;0;04
7413;0;0;0;04
7414;0;0;0;04
7415;0;0;0;04
7416;0;0;0;04
7417;0;0;0;03
7418;0;0;0;03
7419;0;0;0;03
7420;0;0;0;03
7421;0;0;0;02
7422;0;0;0;02
7423;0;0;0;02
7424;0;0;0;01
7425;45;0;45;02
7426;100;5.476643346;94.52335665;04
7427;59;0;59;05
7428;71;0;71;05
7429;82;0;82;06
7430;105;0;105;06
7431;67;0;67;06
7432;24;0;24;06
7433;5;0;5;05
7434;0;0;0;05
7435;0;0;0;04
7436;0;0;0;04
7437;0;0;0;04
7438;0;0;0;04
7439;0;0;0;03
7440;0;0;0;03
7441;0;0;0;03
7442;0;0;0;03
7443;0;0;0;02
7444;0;0;0;02
7445;0;0;0;02
7446;0;0;0;02
7447;0;0;0;01
7448;0;0;0;01
7449;39;0;39;02
7450;82;0;82;04
7451;122;2.253994353;119.7460056;05
7452;108;0;108;06
7453;213;61.21164009;151.7883599;07
7454;264;140.1605584;123.8394416;09
7455;138;37.81373582;100.1862642;10
7456;56;6.001982393;49.99801761;09
7457;0;0;0;08
7458;0;0;0;07
7459;0;0;0;07
7460;0;0;0;07
7461;0;0;0;06
7462;0;0;0;06
7463;0;0;0;06
7464;0;0;0;06
7465;0;0;0;06
7466;0;0;0;05
7467;0;0;0;05
7468;0;0;0;05
7469;0;0;0;04
7470;0;0;0;04
7471;0;0;0;04
7472;0;0;0;04
7473;66;21.59068327;44.40931673;06
